,Point ID,Observed Value [mGal],Time,Voltage [V],Temperature [°C],Altitude,Counter Reading,Remark,Date,Profile,ID,lat,lon,ele,time,cmt,name,x,y,Ele_tiff,minutes,drift factor,Corrected Value [mGal],Reading difference [mGal],abs_Grav,Elevation_corrected_normal,gravity_disturbance_Tomasz_Leo,Theo_Grav,gravity_disturbance_Andrea,gravity_disturbance_comparison,gravity_bouger_corrected,gravity_bouger_corrected1800,gravity_bouger_corrected2000,gravity_bouger_corrected2200,gravity_bouger_corrected2400,gravity_bouger_corrected2600,bouger_rho_delta,regional,residual
10,8011,4863.226409,1900-01-01 15:14:00,12.4,49.9,38,4753.05,,6.12.2022,8.0,106,51.412463039159775,6.279469979926944,38.049664,2022-12-06T14:13:36Z,,8011,310814.7499675533,5699205.923248144,43.8125,0.0,0.0,4863.226409,-1.486801000000014,981182.993199,981182.1064790734,0.8867199266096577,981182.1106243846,0.8825746154179797,-0.004145311191678047,-4.018911138758995,-2.4204468881944194,-2.78791023849044,-3.1553733503678814,-3.5228359854081646,-3.890299097285606,-1.4698522090911865,-4.2701931698623525,0.2512820311033579
11,8012,4862.867526,1900-01-01 15:23:00,12.4,49.9,37,4752.7,,6.12.2022,8.0,107,51.413004007190466,6.275613969191909,37.158432,2022-12-06T14:23:20Z,,8012,310548.8855291629,5699276.035238479,44.595,0.0,0.0,4862.867526,-1.845683999999892,981182.6343159999,981181.9127883745,0.7215276254573837,981181.9170086938,0.7173073061276227,-0.004220319329760969,-4.271719406708144,-2.644705961807631,-3.01873226033058,-3.3927583204349503,-3.7667841421207413,-4.1408104406436905,-1.4961044788360596,-4.702665461497702,0.4309460547895583
12,8013,4862.098491,1900-01-01 15:33:00,12.4,49.9,39,4751.95,Next to greenhouse,6.12.2022,8.0,108,51.41311598941684,6.266669975593686,39.282234,2022-12-06T14:33:39Z,,8013,309927.49811503594,5699311.6541184,45.9,0.0,0.0,4862.098491,-2.61471900000015,981181.865281,981181.5199585125,0.34532248752657324,981181.5243031419,0.34097785816993564,-0.004344629356637597,-4.7940436623757705,-3.119418504065834,-3.5043901227181777,-3.889361026114784,-4.27433216792997,-4.6593037865823135,-1.5398852825164795,-5.949376857644268,1.155333195268497
13,8014,4862.4573740000005,1900-01-01 15:40:00,12.4,49.9,38,4752.3,,6.12.2022,8.0,109,51.41342503018677,6.270184004679322,38.365517,2022-12-06T14:39:46Z,,8014,310173.09908841667,5699336.902709478,45.495003,0.0,0.0,4862.4573740000005,-2.2558359999993627,981182.224164,981181.6722409737,0.5519230263307691,981181.6765476217,0.5476163782877848,-0.004306648042984307,-4.5420959098264575,-2.8822467429563403,-3.263821612112224,-3.6453960044309497,-4.026970158331096,-4.408544789068401,-1.5262980461120605,-5.412314675553091,0.8702187657266336
14,8015,4860.919304,1900-01-01 15:56:00,12.4,49.9,41,4750.8,After wire disconected,6.12.2022,8.0,110,51.41281600110233,6.260078027844429,40.657936,2022-12-06T14:56:01Z,,8015,309467.9316273526,5699295.424621686,48.415,0.0,0.0,4860.919304,-3.793905999999879,981180.686094,981180.7173287914,-0.031234791385941207,981180.7219147667,-0.03582076670136303,-0.00458597531542182,-5.452202370273881,-3.685819437610917,-4.091884663212113,-4.49794965039473,-4.9040146375773475,-5.310079624759965,-1.6242601871490479,-7.0845495997139665,1.6323472294400858
15,8016,4860.406614,1900-01-01 16:06:00,12.3,49.9,38,4750.3,,6.12.2022,8.0,111,51.41277199611068,6.256717974320054,38.307945,2022-12-06T15:05:36Z,,8016,309234.1324003417,5699299.276493625,48.7325,0.0,0.0,4860.406614,-4.306595999999445,981180.173404,981180.6154618418,-0.4420578418066725,981180.6200782025,-0.44667420245241374,-0.004616360645741224,-5.8985750613501295,-4.120608562021516,-4.529336684732698,-4.938064330606721,-5.346792453317903,-5.755520576029085,-1.6349120140075684,-7.726418745275907,1.827843683925778
16,8017,4859.5145334,1900-01-01 16:17:00,12.4,49.9,39,4749.43,lamas,6.12.2022,8.0,112,51.413155971094966,6.253022979944944,39.201378,2022-12-06T15:12:30Z,,8017,308978.8298919033,5699351.59668403,47.775,0.0,0.0,4859.5145334,-5.198676599999999,981179.2813234,981180.9448648085,-1.663541408488527,981180.9493900712,-1.6680666712345555,-0.004525262746028602,-7.012848945567384,-5.26981601328589,-5.670513244578615,-6.071210475871339,-6.471907707164064,-6.872604938456789,-1.6027889251708984,-8.463522890154593,1.4506739445872086
17,8018,4860.816766,1900-01-01 16:29:00,12.3,49.9,27,4750.7,,6.12.2022,8.0,113,51.4139000326395,6.248782994225621,27.225372,2022-12-06T15:26:14Z,,8018,308687.1445416792,5699445.3885567365,32.6375,0.0,0.0,4860.816766,-3.896443999999974,981180.583556,981185.6820283281,-5.09847232804168,981185.6851145894,-5.101558589376509,-0.0030862613348290324,-8.752852649544366,-7.562099428032525,-7.835835904930718,-8.109572143410333,-8.383308620308526,-8.65704509720672,-1.0949456691741943,-9.355519603276946,0.6026669537325802
18,8001,4864.71321,1900-01-01 16:52:00,12.3,49.9,9,4754.5,Base Station I,6.12.2022,8.0,96,51.416290970519185,6.298264972865582,8.799789,2022-12-06T11:57:06Z,,8001,312137.2346870196,5699583.159398533,41.4175,0.0,0.0,4864.71321,0.0,981184.48,981183.1837322079,1.2962677921168506,981183.1876498479,1.292350152041763,-0.003917640075087547,-3.3411981617100537,-1.8301136051304638,-2.1774894748814404,-2.524865106213838,-2.8722407375462353,-3.219616607297212,-1.389503002166748,-2.970344157577813,-0.3708540041322408
19,8001,4864.71321,1900-01-01 11:47:00,12.5,49.9,,4754.5,Base Station I*,7.12.2022,8.0,96,51.416290970519185,6.298264972865582,8.799789,2022-12-06T11:57:06Z,,8001,312137.2346870196,5699583.159398533,41.4175,0.0,0.0,4864.71321,0.0,981184.48,981183.1837322079,1.2962677921168506,981183.1876498479,1.292350152041763,-0.003917640075087547,-3.3411981617100537,-1.8301136051304638,-2.1774894748814404,-2.524865106213838,-2.8722407375462353,-3.219616607297212,-1.389503002166748,-2.970344157577813,-0.3708540041322408
20,8019,4858.099509,1900-01-01 12:04:00,12.5,50.0,16,4748.05,,7.12.2022,,114,51.41449397429824,6.238276027143002,15.958936,2022-12-07T11:03:51Z,,8019,307959.1311902375,5699538.917272194,21.845001,0.0,0.0,4858.099509,-6.613701000000219,981177.866299,981189.0650620525,-11.198763052467257,981189.0671429909,-11.200843990896828,-0.002080938429571688,-13.644720713142306,-12.847723165992647,-13.030941049102694,-13.21415893221274,-13.397376696113497,-13.580594460014254,-0.7328712940216064,-11.922281172396936,-1.7224395407453699
21,8020,4857.02286,1900-01-01 12:22:00,12.5,50.0,15,4747.0,,7.12.2022,,115,51.41557197086513,6.230095038190484,15.035666,2022-12-07T11:18:02Z,,8020,307394.8840768928,5699680.2509221705,20.3675,0.0,0.0,4857.02286,-7.690349999999853,981176.7896499999,981189.6162471381,-12.826597138191573,981189.6181922262,-12.828542226227,-0.001945088035427034,-15.10712091519963,-14.364028735901229,-14.534854574943893,-14.705680294777267,-14.87650601461064,-15.047331972862594,-0.6833032369613647,-14.166162475399062,-0.9409584398005677
22,8021,4856.253825,1900-01-01 12:37:00,12.5,49.9,15,4746.25,,7.12.2022,,116,51.41664502210915,6.218759017065167,15.369341,2022-12-07T11:34:57Z,,8021,306611.30240640114,5699829.4227748625,20.119999,0.0,0.0,4856.253825,-8.459385000000111,981176.0206149999,981189.7874169293,-13.766801929334179,981189.7893394597,-13.768724459805526,-0.0019225304713472724,-16.019613122800365,-15.285551047185436,-15.454301094869152,-15.623050904134288,-15.791800832608715,-15.96055088029243,-0.6749998331069946,-17.715821585655533,1.696208462855168
23,8022,4856.663976999999,1900-01-01 12:44:00,12.5,49.9,16,4746.65,off point,7.12.2022,,117,51.419169986620545,6.216568993404508,15.773939,2022-12-07T11:44:10Z,,8022,306469.71897540695,5700115.939155363,19.605,0.0,0.0,4856.663976999999,-8.04923300000064,981176.430767,981190.1693924392,-13.738625439233147,981190.1712678642,-13.740500864223577,-0.0018754249904304743,-15.933772953576408,-15.218500050134026,-15.382930668420158,-15.547361167497002,-15.711791666573845,-15.876222284859978,-0.6577222347259521,-18.240730631784857,2.306957678208448
24,7001,4858.56093,1900-01-01 12:57:00,12.5,49.9,6,4748.5,,7.12.2022,,82,51.42977301031351,6.224466003477573,6.034142,2022-12-07T11:53:43Z,,7001,307063.3786776266,5701273.979247805,18.8225,0.0,0.0,4858.56093,-6.152280000000246,981178.32772,981191.3474583031,-13.019738303148188,981191.3492630902,-13.021543090231717,-0.001804787083528936,-15.127270327531733,-14.440546260797419,-14.598413930856623,-14.756281481706537,-14.914149032556452,-15.072016583406366,-0.6314703226089478,-14.699480637247063,-0.4277896902846692
25,6001,4859.893924,1900-01-01 13:02:00,12.5,49.9,9,4749.8,,7.12.2022,,70,51.43771301954985,6.221610959619284,8.722583,2022-12-07T12:02:36Z,,6001,306898.44739362085,5702164.298422308,18.73,0.0,0.0,4859.893924,-4.81928599999992,981179.660714,981192.0773103604,-12.416596360388212,981192.0791075967,-12.418393596657552,-0.001797236269339919,-14.513771004858427,-13.830421991529875,-13.987513847532682,-14.14460546511691,-14.301697201910429,-14.458789057913236,-0.6283670663833618,-14.84863041822365,0.33485941336522274
